anime_id;Name;Score;Genres;English name;Japanese name;sypnopsis;Type;Episodes;Aired;Premiered;Producers;Licensors;Studios;Source;Duration;Rating;Ranked;Popularity;Members;Favorites;Watching;Completed;On-Hold;Dropped
245;Great Teacher Onizuka;87;Slice of Life, Comedy, Drama, School, Shounen;Great Teacher Onizuka;グレート・ティーチャー・オニヅカ;Twenty-two-year-old Eikichi Onizuka—ex-biker gang leader, conqueror of Shonan, and virgin—has a dream: to become the greatest high school teacher in all of Japan. This isn't because of a passion for teaching, but because he wants a loving teenage wife when he's old and gray. Still, for a perverted, greedy, and lazy delinquent, there is more to Onizuka than meets the eye. So when he lands a job as the homeroom teacher of the Class 3-4 at the prestigious Holy Forest Academy—despite suplexing the Vice Principal—all of his talents are put to the test, as this class is particularly infamous. Due to their utter contempt for all teachers, the class' students use psychological warfare to mentally break any new homeroom teacher they get, forcing them to quit and leave school. However, Onizuka isn't your average teacher, and he's ready for any challenge in his way. Bullying, suicide, and sexual harassment are just a few of the issues his students face daily. By tackling the roots of their problems, Onizuka supports them with his unpredictable and unconventional methods—even if it means jumping off a building to save a suicidal child. Thanks to his eccentric charm and fun-loving nature, Class 3-4 slowly learns just how enjoyable school can be when you're the pupils of the Great Teacher Onizuka.;TV;43;Jun 30, 1999 to Sep 17, 2000;1999;Aniplex, Fuji TV;Discotek Media, Tokyopop;Studio Pierrot;Manga;25 min. per ep.;R - 17+ (violence & profanity);440;184;589324;20870;44940;334925;32815;18032
246;Groove Adventure Rave;727;Adventure, Comedy, Fantasy, Romance, Shounen;Rave Master;レイヴ;"Fifty years ago, malevolent stones known as Dark Brings brought about the ""Overdrive,"" a calamitous event that destroyed one-tenth of the world. In the present day, the nefarious organization Demon Card seeks the Dark Brings' power for their all but innocent intentions. Haru Glory, a sword-wielding silver-haired teenager, inherits the title of Rave Master: the person who wields the power of the legendary Rave Stones, artifacts capable of destroying the Dark Brings. However, the many Rave Stones were scattered across the globe as a result of the Overdrive, allowing Demon Card to continue their malpractices. Groove Adventure Rave follows Haru, his strange dog Plue, the fiery blonde Ellie, and the infamous thief Musica, as they embark on a great journey that will take them around the vast world, searching for the Rave Stones that will finally end Demon Card's injustice.";TV;51;Oct 13, 2001 to Sep 28, 2002;2001;TBS, Kodansha;Tokyopop;Studio Deen;Manga;24 min. per ep.;PG-13 - Teens 13 or older;24740;1600;84354;381;5072;40997;6578;6987
249;InuYasha;785;Action, Adventure, Comedy, Historical, Demons, Supernatural, Magic, Romance, Fantasy, Shounen;InuYasha;犬夜叉;Based on the Shogakukan award-winning manga of the same name, InuYasha follows Kagome Higurashi, a fifteen-year-old girl whose normal life ends when a demon drags her into a cursed well on the grounds of her family's Shinto shrine. Instead of hitting the bottom of the well, Kagome ends up 500 years in the past during Japan's violent Sengoku period with the demon's true target, a wish-granting jewel called the Shikon Jewel, reborn inside of her. After a battle with a revived demon accidentally causes the sacred jewel to shatter, Kagome enlists the help of a young hybrid dog-demon/human named Inuyasha to help her collect the shards and prevent them from falling into the wrong hands. Joining Kagome and Inuyasha on their quest are the orphan fox-demon Shippo, the intelligent monk Miroku, and the lethal demon slayer Sango. Together, they must set aside their differences and work together to find the power granting shards spread across feudal Japan and deal with the threats that arise.;TV;167;Oct 16, 2000 to Sep 13, 2004;2000;Yomiuri Telecasting, Shogakukan;VIZ Media;Sunrise;Manga;24 min. per ep.;PG-13 - Teens 13 or older;7400;187;588434;17186;58693;317986;54480;47273
250;Konjiki no Gash Bell!!;755;Adventure, Comedy, Demons, Supernatural, Magic, Shounen;Zatch Bell!;金色のガッシュベル!!;Takamine Kiyomaro, a depressed don't-care-about-the-world guy, was suddenly given a little demon named Gash Bell to take care of. Little does he know that Gash is embroiled into an intense fight to see who is the ruler of the demon world. All of the demons have to pick a master on Earth and duke it out with other demons until one survives. Needless to say, Kiyomaro becomes Gash's master, and through their many battles, Kiyomaro learns the importance of friendship and courage.;TV;150;Apr 6, 2003 to Mar 26, 2006;2003;Yomiko Advertising, Fuji TV;VIZ Media, Flatiron Film Company;Toei Animation;Manga;23 min. per ep.;PG-13 - Teens 13 or older;14340;1417;97615;1143;7577;49331;10474;11073
251;Kyou kara Maou!;77;Adventure, Comedy, Demons, Fantasy, Shoujo;King From Now On!;今日からマ王！;Kyou kara Maou! revolves around Yuri Shibuya, your average Japanese teenager. One day, Yuri sees a classmate being harassed by bullies. Thanks to this intervention, his friend is able to escape, but unfortunately Yuri becomes the new target of the bullies in the process and gets his head shoved into a toilet. But instead of water, the toilet contains a swirling portal that sucks him into another world, largely resembling medieval Europe. There, he is told that he will become the next Demon King due to his black hair and black eyes, traits only possessed by the demon's royal lineage. Yuri's arrival is met with some skepticism by some of the demons, who view him as unworthy to be their king. However, after Yuri wins a duel by utilizing his magical powers, the demons slowly begin to acknowledge him as their monarch. Yuri must now learn what it takes be a true Demon King, as he tries to keep the peace between demons and humans in this strange new realm.;TV;78;Apr 3, 2004 to Feb 25, 2006;2004;NHK;Discotek Media;Studio Deen;Light novel;25 min. per ep.;PG-13 - Teens 13 or older;10320;1513;91225;1475;8890;37433;9055;8528
253;Jungle wa Itsumo Hare nochi Guu;784;Slice of Life, Comedy, School;Haré+Guu;ジャングルはいつもハレのちグゥ;Haré was a happy boy living out his days in the jungle with his mother, but then one day Guu showed up and became a member of their household. Throughout the series he faces many hardships as he tries to keep Guu out of trouble in the jungle. (Source: ANN);TV;26;Apr 3, 2001 to Sep 25, 2001;2001;Bandai Visual, Sotsu;Funimation;Shin-Ei Animation;Manga;23 min. per ep.;PG-13 - Teens 13 or older;7570;2987;29653;397;1349;14766;2043;1893
257;Ikkitousen;645;Ecchi, Super Power, Martial Arts, School;Ikki Tousen;一騎当千;"In Ikkitousen , the Kanto region of Japan is locked in the middle of a turf war between seven different high schools. Among the students of these schools are a select few who are in possession of sacred beads. These magatama harbor the souls of warriors who fought during the Three Kingdoms Era of Chinese history. Not only are these students blessed with abilities that draw from the souls they are tied to, but they are also blessed, or maybe cursed, with the fates of these warriors from the past. One of these students is Hakufu Sonsaku; a young, caring, dim-witted girl who has recently transferred into Nanyo Academy and will be living with her cousin, Koukin Shuyu. Hakufu’s arrival creates an almost immediate sense of tension due to her power as a fighter and the possibility that she may be the one who carries the spirit of the Chinese warlord, Sun Ce. The most powerful fighters at Nanyo, known as “The Big Four” are shaken by her presence and determined to stop Hakufu from achieving the goal given to her by her mother: to conquer those who challenge her and unite the seven schools.";TV;13;Jul 30, 2003 to Oct 22, 2003;2003;Genco, Cosmic Ray, Eye Move, Bushiroad;Funimation, Geneon Entertainment USA;J.C.Staff;Manga;24 min. per ep.;R+ - Mild Nudity;61530;1118;131435;439;5981;78151;4465;8534
263;Hajime no Ippo;875;Comedy, Sports, Drama, Shounen;Fighting Spirit;はじめの一歩 THE FIGHTING!;akunouchi Ippo has been bullied his entire life. Constantly running errands and being beaten up by his classmates, Ippo has always dreamed of changing himself, but never has the passion to act upon it. One day, in the midst of yet another bullying, Ippo is saved by Takamura Mamoru, who happens to be a boxer. Ippo faints from his injuries and is brought to the Kamogawa boxing gym to recover. As he regains consciousness, he is awed and amazed at his new surroundings in the gym, though lacks confidence to attempt anything. Takamura places a photo of Ippo's classmate on a punching bag and forces him to punch it. It is only then that Ippo feels something stir inside him and eventually asks Takamura to train him in boxing. Thinking that Ippo does not have what it takes, Takamura gives him a task deemed impossible and gives him a one week time limit. With a sudden desire to get stronger, for himself and his hard working mother, Ippo trains relentlessly to accomplish the task within the time limit. Thus Ippo's journey to the top of the boxing world begins.;TV;75;Oct 4, 2000 to Mar 27, 2002;2000;VAP;Discotek Media, Geneon Entertainment USA;Madhouse;Manga;23 min. per ep.;PG-13 - Teens 13 or older;320;345;383603;15543;30922;221671;19458;9660
266;Gunparade March: Arata Naru Kougunka;68;Drama, Mecha, Military, Romance, Sci-Fi, Shounen, Slice of Life;Gunparade March:A New Song for the March;ガンパレード・マーチ -新たなる行軍歌-;It began in 1945, at the end of the Pacific War. Alien invaders filled the earth's Skies, and mankind was forced to confront an unprecedented threat. For the first time in human history, people of all cultures came together under one banner. This war has now been raging for over fifty years. Countless lives have been lost, and the Japanese military is now forced to rely on young people such as Atsushi Hayami and his high school class, also known as Unit 5121. This new generation fearlessly struggles on with the aid of the HWT humanoid combat machines and the devastating PBE bomb. (Source: Media Blasters);TV;12;Feb 6, 2003 to Apr 24, 2003;2003;Rondo Robe, d-rights;Media Blasters, Maiden Japan;J.C.Staff;Game;23 min. per ep.;PG-13 - Teens 13 or older;44350;4264;14072;26;624;7330;445;556
267;Gungrave;787;Action, Drama, Sci-Fi, Seinen, Super Power;Gungrave;ガングレイヴ;Brandon Heat and Harry MacDowel, two friends so close they could be called brothers, receive an abrupt and violent reminder one fateful day of how appallingly merciless the world around them can be. Their whole lives before then were simple and easygoing, consisting largely of local brawls, seducing women, and committing petty theft to make a living and pass the time. What they failed to realize is that in this cruel world, happiness is fleeting, and change is inevitable. Enter Millennion, the largest and most infamous mafia syndicate in the area, which accepts Brandon and Harry into their ranks and starts them at the bottom of the food chain. Harry has ambitions to ascend the ranks and one day replace Big Daddy as the supreme leader of Millennion, while Brandon only wishes to support his friend and appease Big Daddy who has taken custody of the woman Brandon loves. Based off the third-person shooter video game under the same name, Gungrave is an epic story of friendship, betrayal, and avarice that spans the course of several years, ultimately tying back to the gripping and foreboding first episode, all the while building up to the story's thrilling conclusion.;TV;26;Oct 7, 2003 to Mar 30, 2004;2003;Tohokushinsha Film Corporation;Funimation, Geneon Entertainment USA;Madhouse;Game;25 min. per ep.;R - 17+ (violence & profanity);7140;963;154185;2294;6307;72321;5672;5466
269;Bleach;78;Action, Adventure, Comedy, Super Power, Supernatural, Shounen;Bleach;BLEACH - ブリーチ -;Ichigo Kurosaki is an ordinary high schooler—until his family is attacked by a Hollow, a corrupt spirit that seeks to devour human souls. It is then that he meets a Soul Reaper named Rukia Kuchiki, who gets injured while protecting Ichigo's family from the assailant. To save his family, Ichigo accepts Rukia's offer of taking her powers and becomes a Soul Reaper as a result. However, as Rukia is unable to regain her powers, Ichigo is given the daunting task of hunting down the Hollows that plague their town. However, he is not alone in his fight, as he is later joined by his friends—classmates Orihime Inoue, Yasutora Sado, and Uryuu Ishida—who each have their own unique abilities. As Ichigo and his comrades get used to their new duties and support each other on and off the battlefield, the young Soul Reaper soon learns that the Hollows are not the only real threat to the human world.;TV;366;Oct 5, 2004 to Mar 27, 2012;2004;TV Tokyo, Aniplex, Dentsu, TV Tokyo Music, Studio Kelmadick, Shueisha;VIZ Media;Studio Pierrot;Manga;24 min. per ep.;PG-13 - Teens 13 or older;8180;33;1286382;54386;207985;638922;130961;174710
270;Hellsing;75;Action, Horror, Supernatural, Vampire, Seinen;Hellsing;Hellsing [ヘルシング];Hellsing, an organization specializing in dealing with supernatural threats, is called in to eliminate a vampire that is turning the villagers of Cheddar into ghouls. To put an end to this, the leader of the organization, Sir Integra Fairbrook Wingates Hellsing, dispatches her most formidable asset: a powerful vampire known as Alucard. Armed with only a single handgun, Alucard wreaks havoc on the monsters plaguing Cheddar. However, a young police officer, Seras Victoria, gets caught up in the chaos and becomes mortally wounded as a result. Taking pity on the girl, Alucard gives her a choice: die as a human or live on as a vampire. Seras accepts his offer and begins a new life as a member of Hellsing. Though it was her decision, Seras struggles with the fact that she is no longer human. Nevertheless, she must embrace being a creature of the night soon if she wants to survive on the front lines in the fight between humans and the supernatural.;TV;13;Oct 11, 2001 to Jan 17, 2002;2001;Fuji TV, Pioneer LDC;Funimation, Geneon Entertainment USA;Gonzo;Manga;23 min. per ep.;R - 17+ (violence & profanity);15860;205;549632;5798;21198;378129;15518;16327
272;Noir;731;Action, Mystery, Drama;Noir;ノワール;Noir —a name that strikes fear in the hearts of those who know the history behind the moniker. Long ago it was the code name of a very successful and feared assassin and now it is being used by two women who want answers to questions they have about their lives. The main character in this series is a highly skilled assassin named Mireille Bouquet who is based out of France. One day, she receives a mysterious email from a girl named Kirika. Following up on the message, Mireille goes to meet this girl and discovers that not only does the girl have no idea who she really is, but she also has no idea why she is so skilled at killing people and why she feels no remorse when she does. Realizing that their lives are linked somehow, Mireille and Kirika team up and begin traveling the world together as they seek out the answers to their shared histories, while avoiding the grip of an organization known as Les Soldats. Will the two find the answers they are looking for? And will that truth free them, or ruin them?;TV;26;Apr 6, 2001 to Sep 28, 2001;2001;Victor Entertainment;ADV Films, Funimation;Bee Train;Original;24 min. per ep.;PG-13 - Teens 13 or older;22780;1475;94112;823;4002;40796;5187;5465
273;Mahoutsukai ni Taisetsu na Koto;675;Slice of Life, Drama, Magic, Shounen;Someday's Dreamers;魔法遣いに大切なこと;Yume Kikuchi, a girl who can use magic, goes to Tokyo to be an apprentice mage to the handsome Masami Oyamada (a professional mage). In Tokyo, Yume learns about magic, helping people, and various other things on her way to being a mage. But she soon also finds out that even just magic alone isn't enough to make someone truly happy... (Source: ANN);TV;12;Jan 10, 2003 to Mar 28, 2003;2003;Rondo Robe, Pioneer LDC, Daiei;Sentai Filmworks, Geneon Entertainment USA;J.C.Staff;Manga;24 min. per ep.;PG-13 - Teens 13 or older;47000;3479;22151;38;945;7762;953;1008
274;Kiddy Grade;722;Action, Sci-Fi, Super Power, Ecchi, Mecha;Kiddy Grade;キディ・グレイド;In the distant future, humanity has taken to the skies and colonized many planets throughout the universe. An agency known as the Galactic Organization of Trade and Tariffs (GOTT) has been formed to maintain order. Within GOTT, a secret squad of enhanced human beings—known as the ES Unit—carry out secret missions to put a stop to major galactic crimes. Two such operatives are the lowly C-ranked Éclair and Lumière. Despite being on the bottom of the totem pole, the pair wield formidable powers: Éclair's superhuman strength and lipstick whip and Lumière's ability to take control of any computer. Together, they can take on any mission that GOTT throws at them. But as they complete more and more missions, the duo begin to uncover a major conspiracy that leaves them questioning everything they know about themselves and the entire galaxy.;TV;24;Oct 9, 2002 to Mar 19, 2003;2002;gimik;Funimation;Gonzo;Original;23 min. per ep.;R+ - Mild Nudity;26830;2531;40312;279;1525;22208;1945;2430
275;Love♥Love?;591;Ecchi, Comedy, Harem, Romance;Love♥Love?;LOVE♥LOVE?;Naoto Ooizumi is the writer of the CosPrayers TV show, although this is a secret known only to the producer of the show, Mitsuki Ikuta. He has a crush on one of the actresses in the show, Natsumi Yagami. As the show proceeds so does their relationship, with many wacky twists and turns along the way. (Source: ANN);TV;9;May 4, 2004 to Jun 29, 2004;2004;m.o.e.;Maiden Japan;Imagin, Studio Live;Original;15 min. per ep.;R+ - Mild Nudity;85060;3713;19439;15;705;11763;552;889
276;Mahoromatic: Automatic Maiden;718;Comedy, Ecchi, Military, Romance, Sci-Fi;Mahoromatic:Automatic Maiden;まほろまてぃっく;Vesper is a secret agency fighting an army of alien invaders by using super-powerful battle androids. Mahoro is Vesper's most powerful battle android and has won many battles, but she has little operating time left and soon will cease to function. However, if she lays down her arms and conserves her remaining power, the time she has left can be prolonged to just over a year. Mahoro is given an opportunity to live the remaining time she has as a normal human. She chooses to live as a maid for Suguru, a phenomenally messy middle school student who lives by himself after his family passed away. (Source: ANN);TV;12;Oct 5, 2001 to Dec 28, 2001;2001;TBS, Pioneer LDC;Sentai Filmworks, Geneon Entertainment USA;Gainax, Shaft;Manga;24 min. per ep.;R+ - Mild Nudity;28600;2174;53422;198;2031;30964;1853;1793
277;Mahoromatic: Motto Utsukushii Mono;717;Military, Sci-Fi, Comedy, Drama, Romance, Ecchi;Mahoromatic ~Something More Beautiful~;まほろまてぃっく  ~もっと美しいもの~;s the relationship between Mahoro, Suguru and his classmates develops further, another android girl enters their lives and becomes attached to Mahoro. All the while, the number of days before Mahoro is to shut down decreases steadily. (Source: ANN);TV;14;Sep 26, 2002 to Jan 16, 2003;2002;Pioneer LDC;Sentai Filmworks, Geneon Entertainment USA;Gainax, Shaft;Manga;24 min. per ep.;R+ - Mild Nudity;29180;3042;28695;44;881;20303;767;675
279;Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari;715;Fantasy, Historical, Horror, Mystery, Psychological, Supernatural;Requiem from the Darkness;京極夏彦　巷説百物語;"Tired of writing riddles for children, Yamaoka Momosuke plans on gathering spooky and gruesome stories and publishing them in an anthology called Hyakumonogatari (""One Hundred Tales""). While researching these old myths and legends he comes across a mysterious trio who call themselves the Ongyou. They are detectives who are investigating the legends to reveal their truths...and bring those in the wrong to justice. Each time Momosuke meets the Ongyou he must face horrible truths and battle with his morals, but he's seeing things he shouldn't be seeing... (Source: ANN)";TV;13;Oct 4, 2003 to Dec 27, 2003;2003;Tokyo Movie Shinsha, RCC Chugoku Broadcasting, Toho, Tohokushinsha Film Corporation;Discotek Media, Geneon Entertainment USA;TMS Entertainment;Novel;24 min. per ep.;R - 17+ (violence & profanity);29990;2944;30547;114;1576;9714;1284;1134
288;Bakuten Shoot Beyblade;673;Action, Sci-Fi, Adventure, Comedy, Sports, Shounen;Beyblade;爆転シュート　ベイブレード;Thirteen-year-old Tyson Granger (Takao Kinomiya), along with his fellow teammates, Kai Hiwatari, Max Tate (Max Mizuhura), and Ray Kon (Rei Kon), strive to become the greatest Beybladers in the world. With the technical help of the team's resident genius, Kenny (Kyouju), and with the powerful strength of their BitBeasts, the Bladebreakers armed with their tops (AKA: Blades) attempt to reach their goal. (Source: ANN);TV;51;Jan 8, 2001 to Dec 24, 2001;2001;d-rights, Heewon Entertainment;Nelvana, Discotek Media;Madhouse;Manga;23 min. per ep.;PG - Children;47540;1565;87412;358;1794;74476;1796;4413
289;Comic Party;659;Comedy, Drama;Comic Party;こみっくパーティー;Destiny or delusion? It's a hilarious rollercoaster of laughter and confusion when Taishi, the ultimate otaku, drags his friend Kazuki into the swirling world of ambition, hatred, and love—the world of fan comics! Poor clueless Kazuki must sink or swim when he's dumped straight into the middle of a massive comic convention. Lost amidst hoards of buyers, sellers, and cosplayers, Kazuki is about to be baptized by fire, all in order to lead him toward his true calling: to take over the world through fan comics! Meanwhile, Kazuki's childhood friend Mizuki isn't about to let him be dragged from his normal life without a fight! But will she be able to stop the addictive draw of the new world that lies before Kazuki? Little by little, Kazuki is slipping down the path towards destiny—and Taishi is shoving him every step of the way! (Source: RightStuf);TV;13;Apr 2, 2001 to Jun 25, 2001;2001;KSS;Nozomi Entertainment, Discotek Media;OLM;Visual novel;24 min. per ep.;PG-13 - Teens 13 or older;54380;3950;16900;31;516;9238;783;1017
290;Seikai no Monshou;769;Action, Military, Sci-Fi, Space, Romance;Crest of the Stars;星界の紋章;In the distant future, humanity is under attack by the Abh Empire, a race of advanced humanoid beings possessing vastly superior technology. As countless worlds fall to the Abh, mankind establishes the Four Nations Alliance—a resistance faction made up of the United Mankind, the Republic of Greater Alcont, the Federation of Hania, and the People's Sovereign of Union Planets. Seikai no Monshou tells the story of Jinto Linn. When he was young, his father—the president of Martine—sold their world in exchange for a high position in the empire. Now a young count, Jinto must learn the ways of Abh nobility and live among those who subjugated his people. Helping him is Lafiel Abriel, an austere Abh princess whom Jinto quickly befriends. While traveling to Jinto's new school in the Abh homeland, their ship is caught in a violent space battle between the fleets of the Alliance and the Abh. Jinto and Abriel are thrust into the conflict, unaware that this skirmish marks the beginning of a full-scale war between the Abh Empire and mankind.;TV;13;Jan 3, 1999 to Mar 28, 1999;1999;Bandai Visual, WOWOW;Funimation, Bandai Entertainment;Sunrise;Light novel;26 min. per ep.;PG-13 - Teens 13 or older;10460;2463;42853;423;1637;20068;1117;948
292;Dear Boys;685;Drama, Shounen, Sports;Hoop Days;ディア・ボーイズ;kawa Kazuhiko was the captain of Tendoji high school prestigious basketball team. He moves into a new town to attend Mizuho high school and joins its basketball team. However, Mizuho high's basketball team is far from being prestigious, in fact, it's now defunct. Nevertheless to say, Kazuhiko's persistence, passion and basketball skills inspired other team members of the dysfunctional basketball team to gear up and start practicing again. The goal is to play in the national tournaments where all young basketball players meet their opponents to compete with them. The tale of youth of the five protagonists: Fujiwara Takumi, Ishii Tsutomu, Dobashi Kenji, Miura Ranmaru and Aikawa Kazuhiko have just began along with the live of Mizuho high school basketball team. (Source: AnimeNfo);TV;26;Apr 7, 2003 to Sep 29, 2003;2003;OB Planning;Bandai Entertainment;A.C.G.T.;Manga;24 min. per ep.;PG-13 - Teens 13 or older;42400;3745;18906;48;970;11116;935;1442
295;Divergence Eve 2: Misaki Chronicles;63;Adventure, Drama, Mecha, Military, Sci-Fi, Space;Misaki Chronicle:Divergence Eve;みさきクロニクル 〜ダイバージェンス・イヴ〜;"Through the long distance warp called the ""Exodus Project"", Worns, Ryer and the other crew members of ""Watchers Nest"" manage to escape from the Earth. Misaki, who was attending the final battle with ""Ghoul"" at that time, isn't present there and before her eyes, the earth changes and gets enclosed by a time barrier. Ryer and the others search for a way to escape from this space time maze, but the earth changes to various forms. Innumerable ""Nows"" appear due to varying time axes. And also Misaki, who should have disappeared because of the Exodus Project incident, still afortiori. Before Ryer and the others, different forms of Misaki appear. The Misaki from training school, the Misaki from her childhood days. Are these reflections caused by the conflicts that exist inside Misaki? She awakens a second time and when she derives the response, that history is leading into a completely differnet direction now. Will Misaki, Ryer and the others be able to find a real happy end?! (Source: AnimeNfo)";TV;13;Jan 3, 2004 to Mar 27, 2004;2004;Imagica, KlockWorx;ADV Films, Sentai Filmworks;Radix;Original;24 min. per ep.;PG-13 - Teens 13 or older;68800;5883;6386;10;271;3124;260;309
296;Dragon Drive;673;Action, Sci-Fi, Adventure, Comedy, Fantasy, School, Shounen;Dragon Drive;ドラゴンドライブ;"If there's one word to describe Reiji Ozora, it would be ""quitter."" He can never find the motivation to finish anything, and loses interest at the drop of a hat. This all changes when his best friend Maiko introduces him to the new game ""Dragon Drive."" In this virtual reality game, each player is assigned a dragon tailored to match their personality and strength. Reiji hopes for a big, strong, scary beast, but instead, he is stuck with Chibi, a cute, friendly-looking dragon smaller than he is. How disappointing—except it turns out that Chibi is the rarest dragon of them all! Reiji finally discovers something he can remain interested in, and works hard to train both himself and his newfound friend. Soon this training will be put to use to save the world, for there are people who have dark aspirations for Dragon Drive!";TV;38;Jul 4, 2002 to Mar 27, 2003;2002;Bandai Visual, Nihon Ad Systems, TV Tokyo Music;Bandai Entertainment;Madhouse;Manga;25 min. per ep.;PG - Children;47610;3651;20176;52;1272;10560;1591;1858
297;Grenadier: Hohoemi no Senshi;672;Action, Ecchi, Adventure, Comedy, Shounen;Grenadier:The Beautiful Warrior;グレネーダー 〜ほほえみの閃士〜;ushuna is a blonde and very beautiful Senshi (gun expert) that travels through the world with one purpose. Which is to make the world a peaceful place by, instead of fighting with weapons, taking away the people's will to fight by giving them a smile. Although she doesn't want to fight, she is forced to, and shows amazing gun skills. In this journey she meets Yajirou, a mercenary that uses a sword to fight and joins her on her journey. (Source: ANN);TV;12;Oct 14, 2004 to Jan 13, 2005;2004;Shochiku, Kadokawa Shoten, Toshiba Entertainment;Media Blasters;Group TAC;Manga;25 min. per ep.;PG-13 - Teens 13 or older;48150;2269;49526;69;1793;30372;1695;2365
298;.hack//Tasogare no Udewa Densetsu;66;Adventure, Comedy, Fantasy, Game, Sci-Fi, Shounen;.hack//Legend Of The Twilight;.hack//黄昏の腕輪伝説;"g the legendary characters ""Kite"" and ""Black Rose"" from an event held by the creators of the MMORPG ""The World,"" Shugo and his twin sister Rena steps into ""The World."" Together they completed events and quests, along with their new friends Ouka, Mirelle, Hotaru, and Sanjuro. Soon after, mysterious monsters appeared, and death by these monsters caused players to slip into a coma in the real world. Only Shugo and Rena can solve this problem, but why are they being targeted, and what secrets is the game hiding?";TV;12;Jan 9, 2003 to Mar 27, 2003;2003;Bandai Visual, Yomiko Advertising;Funimation, Bandai Entertainment;Bee Train;Manga;23 min. per ep.;PG-13 - Teens 13 or older;53430;1987;60523;166;1290;43372;1824;2360
303;Aa! Megami-sama!: Chichaitte Koto wa Benri da ne;692;Comedy, Magic, Supernatural;Oh! My Goddess:The Adventures of Mini-Goddess;ああっ女神さまっ 小っちゃいって事は便利だねっ;large collection consisting of the adventures of the Goddesses featured in the anime and manga series Ah My Goddess. Parodies of other works, and a large number of jokes pervade this series of shorts in which the Goddesses torture and hang out with their friend Gan the rat.;TV;48;Apr 6, 1998 to Mar 29, 1999;1998;Bandai Visual;Geneon Entertainment USA;OLM;4-koma manga;7 min. per ep.;G - All Ages;39340;3652;20009;37;544;12880;845;1176
306;Abenobashi Mahou☆Shoutengai;726;Comedy, Parody, Ecchi, Fantasy;Magical☆Shopping Arcade Abenobashi;アベノ橋魔法☆商店街;"Satoshi ""Sasshi"" Imamiya believes his life is in shambles, as only a 12-year-old can. Having lost his card collection, his childish dilemmas worsen when he learns that his childhood friend, Arumi Asahina, will be moving away. Suddenly, their issues are dashed aside for the surreal, and they find themselves transported away through bizarre worlds of science fiction, magic, and war. Any attempt to escape only catapults them into another alien land. Soon, the two come to a realization: every world is just a reimagining of their hometown. But there are two unfamiliar faces—the voluptuous Mune-mune and the elusive blue-haired Eutus—and they just might be the key to escaping their predicament. Abenobashi Mahou☆Shoutengai follows Sasshi and Arumi's comedic exploits as they desperately attempt to return home. However, when the pair unravel a tale spanning generations, they begin to wonder if the cause of their situation is more personal than they thought. Is returning home truly what they desire?";TV;13;Apr 4, 2002 to Jun 27, 2002;2002;Dentsu, Starchild Records, Imagica, Rakuonsha, King Records;ADV Films;Gainax, Madhouse;Original;24 min. per ep.;R+ - Mild Nudity;25140;1782;72414;326;2950;36280;3238;3222
321;Najica Dengeki Sakusen;60;Action, Ecchi, Comedy, Sci-Fi;Najica Blitz Tactics;ナジカ電撃作戦;Najica Hiiragi, perfumer and secret agent, is sent out on a number of recovery missions to round up rogue humaritts, androids with combat abilities. Najica is assigned a humaritt partner, Lila, whom Najica is to groom as an agent and receive assistance from along the way. As Najica grows to accept Lila, each new mission they embark on reveals more and more about the capabilities and mysterious origins of the humaritts. (Source: ANN);TV;12;Oct 5, 2001 to Dec 27, 2001;2001;GDH, Media Factory, Nippon Columbia;ADV Films;Studio Fantasia, Amber Film Works;Original;23 min. per ep.;R+ - Mild Nudity;82290;4443;12788;10;487;7280;454;910
322;Paradise Kiss;783;Comedy, Drama, Josei, Romance, Slice of Life;Paradise Kiss;Paradise kiss;On her way home from school, Yukari Hayasaka is approached by a weird-looking guy who starts looking at her body intently. He's got blond spiky hair, a spiked choker, and multiple piercings on his ears and face. She wants nothing to do with him, and runs away, only to bump into a very tall and beautiful purple-haired woman with a flower pattern around her eye. Yukari faints from shock and wakes up later in a strange place called the Atelier. It turns out that these strangers are fashion designers who attend the most famous art school around, Yazawa Art Academy, and their group wants Yukari to model for their brand in Yazawa Academy's upcoming show. Yukari turns down their offer and escapes the Atelier, but unknowingly leaves her school ID behind. George Koizumi, the head designer, later sees it and immediately knows she would be the perfect model for them and will not stop until he gets what he wants—and he wants her. Yukari had never considered something as frivolous as modeling before, but could life among these eccentric designers actually prove to be fun? Or will Yukari lose herself in this world of art and passion?;TV;12;Oct 14, 2005 to Dec 30, 2005;2005;Aniplex, Fuji TV;Geneon Entertainment USA;Madhouse;Manga;24 min. per ep.;R - 17+ (violence & profanity);7690;983;150951;2842;5461;90827;4289;4516
